SUBJID,PARTNER,CONTRAST,MAPPING,BIN,TargProp,CompProp
S07,same,test,Between,11,0.625,0.375
S07,diff,foil,Between,12,1,0
S07,same,foil,Between,12,1,0
S07,diff,test,Between,12,0.5,0.5
S07,same,test,Between,12,0.3333333333,0.6666666667
S07,diff,foil,Between,13,1,0
S07,same,foil,Between,13,1,0
S07,diff,test,Between,13,0.5714285714,0.4285714286
S07,same,test,Between,13,0.3333333333,0.6666666667
S07,diff,foil,Between,14,1,0
S07,same,foil,Between,14,1,0
S07,diff,test,Between,14,0.8,0.2
S07,same,test,Between,14,0.5,0.5
S07,diff,foil,Between,15,1,0
S07,same,foil,Between,15,1,0
S07,diff,test,Between,15,0.8,0.2
S07,same,test,Between,15,0.8333333333,0.1666666667
S07,diff,foil,Between,16,1,0
S07,same,foil,Between,16,1,0
S07,diff,test,Between,16,1,0
S07,same,test,Between,16,1,0
S07,diff,foil,Between,17,1,0
S07,same,foil,Between,17,1,0
S07,diff,test,Between,17,1,0
S07,same,test,Between,17,1,0
S07,diff,foil,Between,18,1,0
S07,same,foil,Between,18,1,0
S07,diff,test,Between,18,1,0
S07,same,test,Between,18,1,0
S08,diff,foil,Between,-6,0.125,0.25
S08,same,foil,Between,-6,0.1428571429,0
S08,diff,test,Between,-6,0.1428571429,0
S08,same,test,Between,-6,0,0.2857142857
S08,diff,foil,Between,-5,0.1428571429,0.2857142857
S08,same,foil,Between,-5,0.2,0
S08,diff,test,Between,-5,0.1666666667,0
S08,same,test,Between,-5,0,0.2857142857
S08,diff,foil,Between,-4,0.1428571429,0.2857142857
S08,same,foil,Between,-4,0.2,0
S08,diff,test,Between,-4,0.1666666667,0
S08,same,test,Between,-4,0,0.4
S08,diff,foil,Between,-3,0.125,0.25
S08,same,foil,Between,-3,0,0
S08,diff,test,Between,-3,0,0
S08,same,test,Between,-3,0,0.3333333333
S08,diff,foil,Between,-2,0.125,0.375
S08,same,foil,Between,-2,0,0
S08,diff,test,Between,-2,0.1428571429,0
S08,same,test,Between,-2,0,0.2857142857
S08,diff,foil,Between,-1,0.25,0.375
S08,same,foil,Between,-1,0,0.1666666667
S08,diff,test,Between,-1,0.1428571429,0
S08,same,test,Between,-1,0,0.2857142857
S08,diff,foil,Between,1,0.3333333333,0.3333333333
S08,same,foil,Between,1,0,0.1428571429
S08,diff,test,Between,1,0.25,0.125
S08,same,test,Between,1,0.1666666667,0.1666666667
S08,diff,foil,Between,2,0.3333333333,0.3333333333
S08,same,foil,Between,2,0,0.25
S08,diff,test,Between,2,0.375,0.125
S08,same,test,Between,2,0.3333333333,0.1666666667
S08,diff,foil,Between,3,0.5,0.5
S08,same,foil,Between,3,0,0.4
S08,diff,test,Between,3,0.6666666667,0
S08,same,test,Between,3,0.5,0
S08,diff,foil,Between,4,0.6666666667,0.3333333333
S08,same,foil,Between,4,0.3333333333,0.6666666667
S08,diff,test,Between,4,0.6666666667,0
S08,same,test,Between,4,0.4,0.2
S08,diff,foil,Between,5,0.75,0.25
S08,same,foil,Between,5,0.3333333333,0.6666666667
S08,diff,test,Between,5,0.75,0
S08,same,test,Between,5,0.6666666667,0.1666666667
S08,diff,foil,Between,6,0.6666666667,0.1666666667
S08,same,foil,Between,6,1,0
S08,diff,test,Between,6,0.25,0.25
S08,same,test,Between,6,0.75,0.125
S08,diff,foil,Between,7,0.8333333333,0
S08,same,foil,Between,7,1,0
S08,diff,test,Between,7,0.2,0.6
S08,same,test,Between,7,0.8571428571,0
S08,diff,foil,Between,8,0.8,0
S08,same,foil,Between,8,1,0
S08,diff,test,Between,8,0.2,0.4
S08,same,test,Between,8,0.8571428571,0.1428571429
S08,diff,foil,Between,9,1,0
S08,same,foil,Between,9,1,0
S08,diff,test,Between,9,0.2,0.4
S08,same,test,Between,9,0.7142857143,0.2857142857
S08,diff,foil,Between,10,0.75,0
S08,same,foil,Between,10,0.8,0.2
S08,diff,test,Between,10,0.1666666667,0.3333333333
S08,same,test,Between,10,0.7142857143,0.2857142857
S08,diff,foil,Between,11,0.75,0
S08,same,foil,Between,11,0.6666666667,0.3333333333
S08,diff,test,Between,11,0.2,0.4
S08,same,test,Between,11,0.8333333333,0.1666666667
S08,diff,foil,Between,12,0.75,0
S08,same,foil,Between,12,0.75,0.25
S08,diff,test,Between,12,0.3333333333,0.3333333333
S08,same,test,Between,12,0.8,0.2
S08,diff,foil,Between,13,1,0
S08,same,foil,Between,13,0.75,0
S08,diff,test,Between,13,0.6,0.2
S08,same,test,Between,13,0.75,0.25
S08,diff,foil,Between,14,1,0
S08,same,foil,Between,14,0.75,0
S08,diff,test,Between,14,0.5,0.25
S08,same,test,Between,14,0.75,0.25
S08,diff,foil,Between,15,1,0
S08,same,foil,Between,15,0.8,0
S08,diff,test,Between,15,0.6,0.2
S08,same,test,Between,15,0.6,0.4
S08,diff,foil,Between,16,1,0
S08,same,foil,Between,16,0.8,0
S08,diff,test,Between,16,0.6,0.2
S08,same,test,Between,16,0.5,0.5
S08,diff,foil,Between,17,1,0
S08,same,foil,Between,17,1,0
S08,diff,test,Between,17,0.6666666667,0
S08,same,test,Between,17,0.4,0.6
S08,diff,foil,Between,18,1,0
S08,same,foil,Between,18,1,0
S08,diff,test,Between,18,0.6666666667,0
S08,same,test,Between,18,0.4,0.6
S09,diff,foil,Between,-6,0.125,0
S09,same,foil,Between,-6,0.125,0
S09,diff,test,Between,-6,0,0
S09,same,test,Between,-6,0,0.125
S09,diff,foil,Between,-5,0.125,0
S09,same,foil,Between,-5,0.1428571429,0
S09,diff,test,Between,-5,0,0
S09,same,test,Between,-5,0,0.125
S09,diff,foil,Between,-4,0.125,0
S09,same,foil,Between,-4,0.125,0.125
S09,diff,test,Between,-4,0,0
S09,same,test,Between,-4,0,0.125
S09,diff,foil,Between,-3,0.125,0
S09,same,foil,Between,-3,0.125,0.125
S09,diff,test,Between,-3,0,0.1111111111
S09,same,test,Between,-3,0,0.2222222222
S09,diff,foil,Between,-2,0.2857142857,0
S09,same,foil,Between,-2,0.2222222222,0.2222222222
S09,diff,test,Between,-2,0.125,0.25
S09,same,test,Between,-2,0,0.2857142857
S09,diff,foil,Between,-1,0.2857142857,0.1428571429
S09,same,foil,Between,-1,0.25,0.5
S09,diff,test,Between,-1,0.125,0.375
S09,same,test,Between,-1,0.125,0.625
S09,diff,foil,Between,1,0.25,0.25
S09,same,foil,Between,1,0.2857142857,0.5714285714
S09,diff,test,Between,1,0.125,0.5
S09,same,test,Between,1,0.25,0.625
S09,diff,foil,Between,2,0.375,0.375
S09,same,foil,Between,2,0.1666666667,0.6666666667
S09,diff,test,Between,2,0.2857142857,0.4285714286
S09,same,test,Between,2,0.375,0.625
S09,diff,foil,Between,3,0.5,0.25
S09,same,foil,Between,3,0.2857142857,0.7142857143
S09,diff,test,Between,3,0.375,0.375
S09,same,test,Between,3,0.375,0.625
S09,diff,foil,Between,4,0.5,0.25
S09,same,foil,Between,4,0.4285714286,0.5714285714
S09,diff,test,Between,4,0.375,0.375
S09,same,test,Between,4,0.625,0.375
S09,diff,foil,Between,5,0.75,0.125
S09,same,foil,Between,5,0.7142857143,0.2857142857
S09,diff,test,Between,5,0.375,0.375
S09,same,test,Between,5,0.5,0.5
S09,diff,foil,Between,6,0.8571428571,0
S09,same,foil,Between,6,1,0
S09,diff,test,Between,6,0.375,0.5
S09,same,test,Between,6,0.5,0.5
S09,diff,foil,Between,7,0.8571428571,0
S09,same,foil,Between,7,1,0
S09,diff,test,Between,7,0.375,0.5
S09,same,test,Between,7,0.4285714286,0.5714285714
S09,diff,foil,Between,8,0.8333333333,0.1666666667
S09,same,foil,Between,8,1,0
S09,diff,test,Between,8,0.3333333333,0.5
S09,same,test,Between,8,0.375,0.625
S09,diff,foil,Between,9,0.8,0.2
S09,same,foil,Between,9,1,0
S09,diff,test,Between,9,0.5714285714,0.2857142857
S09,same,test,Between,9,0.5,0.5
S09,diff,foil,Between,10,0.8,0.2
S09,same,foil,Between,10,1,0
S09,diff,test,Between,10,0.5,0.375
S09,same,test,Between,10,0.375,0.625
S09,diff,foil,Between,11,1,0
S09,same,foil,Between,11,1,0
S09,diff,test,Between,11,0.5,0.5
S09,same,test,Between,11,0.625,0.375
S09,diff,foil,Between,12,1,0
S09,same,foil,Between,12,1,0
S09,diff,test,Between,12,0.5,0.5
S09,same,test,Between,12,0.75,0.25
S09,diff,foil,Between,13,1,0
S09,same,foil,Between,13,1,0
S09,diff,test,Between,13,0.7142857143,0.2857142857
S09,same,test,Between,13,0.8571428571,0.1428571429
S09,diff,foil,Between,14,1,0
S09,same,foil,Between,14,1,0
S09,diff,test,Between,14,0.7142857143,0.1428571429
S09,same,test,Between,14,1,0
S09,diff,foil,Between,15,1,0
S09,same,foil,Between,15,1,0
S09,diff,test,Between,15,0.7142857143,0.1428571429
S09,same,test,Between,15,0.8571428571,0.1428571429
S09,diff,foil,Between,16,1,0
S09,same,foil,Between,16,1,0
S09,diff,test,Between,16,0.8333333333,0.1666666667
S09,same,test,Between,16,0.8333333333,0.1666666667
S09,diff,foil,Between,17,1,0
S09,same,foil,Between,17,1,0
S09,diff,test,Between,17,0.75,0.25
S09,same,test,Between,17,0.8333333333,0.1666666667
S09,diff,foil,Between,18,1,0
S09,same,foil,Between,18,1,0
S09,diff,test,Between,18,0.6666666667,0.3333333333
S09,same,test,Between,18,0.8333333333,0.1666666667
S10,diff,foil,Within,-6,0.2,0
S10,same,foil,Within,-6,0,0
S10,diff,test,Within,-6,0,0
S10,same,test,Within,-6,0,0
S10,diff,foil,Within,-5,0,0
S10,same,foil,Within,-5,0,0.1666666667
S10,diff,test,Within,-5,0,0
S10,same,test,Within,-5,0,0
S10,diff,foil,Within,-4,0,0
S10,same,foil,Within,-4,0,0.2
S10,diff,test,Within,-4,0,0
S10,same,test,Within,-4,0,0
S10,diff,foil,Within,-3,0,0
S10,same,foil,Within,-3,0,0.25
S10,diff,test,Within,-3,0.2,0
S10,same,test,Within,-3,0,0
S10,diff,foil,Within,-2,0.25,0
S10,same,foil,Within,-2,0,0
S10,diff,test,Within,-2,0.25,0
S10,same,test,Within,-2,0,0.1666666667
S10,diff,foil,Within,-1,0.3333333333,0.1666666667
S10,same,foil,Within,-1,0.2,0
S10,diff,test,Within,-1,0.4,0
S10,same,test,Within,-1,0.2,0.2
S10,diff,foil,Within,1,0.5,0.3333333333
S10,same,foil,Within,1,0.3333333333,0
S10,diff,test,Within,1,0.4,0
S10,same,test,Within,1,0.25,0.25
S10,diff,foil,Within,2,0.4,0.4
S10,same,foil,Within,2,0.6666666667,0
S10,diff,test,Within,2,0.2857142857,0.4285714286
S10,same,test,Within,2,0.5,0.3333333333
S10,diff,foil,Within,3,0.6666666667,0.3333333333
S10,same,foil,Within,3,0.7142857143,0
S10,diff,test,Within,3,0.2857142857,0.4285714286
S10,same,test,Within,3,0.4285714286,0.5714285714
S10,diff,foil,Within,4,0.6666666667,0.3333333333
S10,same,foil,Within,4,0.8333333333,0
S10,diff,test,Within,4,0.3333333333,0.5
S10,same,test,Within,4,0.4285714286,0.5714285714
S10,diff,foil,Within,5,0.6,0.4
S10,same,foil,Within,5,1,0
S10,diff,test,Within,5,0.4,0.4
S10,same,test,Within,5,0.6666666667,0.3333333333
S10,diff,foil,Within,6,0.75,0.25
S10,same,foil,Within,6,1,0
S10,diff,test,Within,6,0.3333333333,0.5
S10,same,test,Within,6,0.8,0.2
S10,diff,foil,Within,7,1,0
S10,same,foil,Within,7,1,0
S10,diff,test,Within,7,0.2857142857,0.5714285714
S10,same,test,Within,7,0.5714285714,0.4285714286
S10,diff,foil,Within,8,1,0
S10,same,foil,Within,8,1,0
S10,diff,test,Within,8,0.2857142857,0.5714285714
S10,same,test,Within,8,0.4285714286,0.5714285714
S10,diff,foil,Within,9,1,0
S10,same,foil,Within,9,1,0
S10,diff,test,Within,9,0.25,0.625
S10,same,test,Within,9,0.5,0.5
S10,diff,foil,Within,10,1,0
S10,same,foil,Within,10,1,0
S10,diff,test,Within,10,0.4285714286,0.5714285714
S10,same,test,Within,10,0.5714285714,0.4285714286
S10,diff,foil,Within,11,1,0
S10,same,foil,Within,11,1,0
S10,diff,test,Within,11,0.3333333333,0.6666666667
S10,same,test,Within,11,0.5714285714,0.4285714286
S10,diff,foil,Within,12,1,0
S10,same,foil,Within,12,1,0
S10,diff,test,Within,12,0.3333333333,0.6666666667
S10,same,test,Within,12,0.7142857143,0.2857142857
S10,diff,foil,Within,13,1,0
S10,same,foil,Within,13,1,0
S10,diff,test,Within,13,0.5,0.5
S10,same,test,Within,13,0.8,0.2
S10,diff,foil,Within,14,1,0
S10,same,foil,Within,14,1,0
S10,diff,test,Within,14,0.6,0.4
S10,same,test,Within,14,0.8,0.2
S10,diff,foil,Within,15,1,0
S10,same,foil,Within,15,1,0
S10,diff,test,Within,15,0.8,0.2
S10,same,test,Within,15,0.8,0.2
S10,diff,foil,Within,16,1,0
S10,same,foil,Within,16,1,0
S10,diff,test,Within,16,1,0
S10,same,test,Within,16,0.6,0.4
S10,diff,foil,Within,17,1,0
S10,same,foil,Within,17,1,0
S10,diff,test,Within,17,1,0
S10,same,test,Within,17,0.6,0.4
S10,diff,foil,Within,18,1,0
S10,same,foil,Within,18,1,0
S10,diff,test,Within,18,1,0
S10,same,test,Within,18,0.75,0.25
S11,diff,foil,Within,-6,0,0
S11,same,foil,Within,-6,0,0
S11,diff,test,Within,-6,0,0
S11,same,test,Within,-6,0,0
S11,diff,foil,Within,-5,0,0
S11,same,foil,Within,-5,0,0
S11,diff,test,Within,-5,0,0
S11,same,test,Within,-5,0,0
S11,diff,foil,Within,-4,0,0.1111111111
S11,same,foil,Within,-4,0.1111111111,0
S11,diff,test,Within,-4,0,0
S11,same,test,Within,-4,0,0
S11,diff,foil,Within,-3,0,0.1428571429
S11,same,foil,Within,-3,0.375,0
S11,diff,test,Within,-3,0,0
S11,same,test,Within,-3,0.125,0
S11,diff,foil,Within,-2,0,0.125
S11,same,foil,Within,-2,0.5,0
S11,diff,test,Within,-2,0.25,0
S11,same,test,Within,-2,0.1428571429,0
S11,diff,foil,Within,-1,0.125,0.125
S11,same,foil,Within,-1,0.75,0
S11,diff,test,Within,-1,0.6666666667,0.1666666667
S11,same,test,Within,-1,0.25,0.375
S11,diff,foil,Within,1,0.4444444444,0.1111111111
S11,same,foil,Within,1,0.875,0
S11,diff,test,Within,1,0.5714285714,0.2857142857
S11,same,test,Within,1,0.5,0.375
S11,diff,foil,Within,2,0.5,0.125
S11,same,foil,Within,2,0.875,0
S11,diff,test,Within,2,0.5714285714,0.2857142857
S11,same,test,Within,2,0.5,0.375
S11,diff,foil,Within,3,0.4444444444,0.1111111111
S11,same,foil,Within,3,0.75,0.125
S11,diff,test,Within,3,0.375,0.375
S11,same,test,Within,3,0.5,0.375
S11,diff,foil,Within,4,0.5,0
S11,same,foil,Within,4,0.75,0.125
S11,diff,test,Within,4,0.375,0.375
S11,same,test,Within,4,0.25,0.625
S11,diff,foil,Within,5,0.5,0
S11,same,foil,Within,5,0.7142857143,0.2857142857
S11,diff,test,Within,5,0.375,0.375
S11,same,test,Within,5,0.125,0.625
S11,diff,foil,Within,6,0.375,0.125
S11,same,foil,Within,6,0.8571428571,0.1428571429
S11,diff,test,Within,6,0.4444444444,0.3333333333
S11,same,test,Within,6,0.125,0.625
S11,diff,foil,Within,7,0.25,0.5
S11,same,foil,Within,7,0.5,0.5
S11,diff,test,Within,7,0.5,0.375
S11,same,test,Within,7,0.125,0.625
S11,diff,foil,Within,8,0.375,0.5
S11,same,foil,Within,8,0.6666666667,0.3333333333
S11,diff,test,Within,8,0.5,0.375
S11,same,test,Within,8,0.25,0.5
S11,diff,foil,Within,9,0.5,0.375
S11,same,foil,Within,9,1,0
S11,diff,test,Within,9,0.5,0.375
S11,same,test,Within,9,0.25,0.625
S11,diff,foil,Within,10,0.5714285714,0.2857142857
S11,same,foil,Within,10,1,0
S11,diff,test,Within,10,0.5,0.375
S11,same,test,Within,10,0.375,0.625
S11,diff,foil,Within,11,0.6666666667,0.1666666667
S11,same,foil,Within,11,1,0
S11,diff,test,Within,11,0.625,0.25
S11,same,test,Within,11,0.625,0.375
S11,diff,foil,Within,12,0.8,0
S11,same,foil,Within,12,1,0
S11,diff,test,Within,12,0.5714285714,0.2857142857
S11,same,test,Within,12,0.75,0.25
S11,diff,foil,Within,13,0.75,0
S11,same,foil,Within,13,1,0
S11,diff,test,Within,13,0.8333333333,0.1666666667
S11,same,test,Within,13,0.875,0.125
S11,diff,foil,Within,14,0.6666666667,0
S11,same,foil,Within,14,1,0
S11,diff,test,Within,14,1,0
S11,same,test,Within,14,0.8571428571,0.1428571429
S11,diff,foil,Within,15,1,0
S11,same,foil,Within,15,1,0
S11,diff,test,Within,15,0.8333333333,0.1666666667
S11,same,test,Within,15,0.8,0.2
S11,diff,foil,Within,16,0.5,0.5
S11,same,foil,Within,16,1,0
S11,diff,test,Within,16,0.8,0.2
S11,same,test,Within,16,0.8,0.2
S11,diff,foil,Within,17,0.5,0.5
S11,same,foil,Within,17,1,0
S11,diff,test,Within,17,0.75,0.25
S11,same,test,Within,17,0.8,0.2
S11,diff,foil,Within,18,0,1
S11,same,foil,Within,18,1,0
S11,diff,test,Within,18,1,0
S11,same,test,Within,18,0.6666666667,0.3333333333
S12,diff,foil,Between,-6,0,0
S12,same,foil,Between,-6,0,0
S12,diff,test,Between,-6,0,0
S12,same,test,Between,-6,0,0
S12,diff,foil,Between,-5,0,0
S12,same,foil,Between,-5,0,0
S12,diff,test,Between,-5,0,0
S12,same,test,Between,-5,0,0
S12,diff,foil,Between,-4,0,0
S12,same,foil,Between,-4,0,0
S12,diff,test,Between,-4,0,0
S12,same,test,Between,-4,0,0
S12,diff,foil,Between,-3,0,0
S12,same,foil,Between,-3,0,0.1428571429
S12,diff,test,Between,-3,0,0
S12,same,test,Between,-3,0,0
S12,diff,foil,Between,-2,0,0
S12,same,foil,Between,-2,0,0.1428571429
S12,diff,test,Between,-2,0,0.375
S12,same,test,Between,-2,0.125,0
S12,diff,foil,Between,-1,0.1111111111,0.2222222222
S12,same,foil,Between,-1,0,0.2857142857
S12,diff,test,Between,-1,0,0.5714285714
S12,same,test,Between,-1,0.125,0.125
S12,diff,foil,Between,1,0.1666666667,0.5
S12,same,foil,Between,1,0.3333333333,0.1666666667
S12,diff,test,Between,1,0,0.5
S12,same,test,Between,1,0.5714285714,0.1428571429
S12,diff,foil,Between,2,0.375,0.5
S12,same,foil,Between,2,0.2857142857,0.5714285714
S12,diff,test,Between,2,0.1666666667,0.5
S12,same,test,Between,2,0.7142857143,0.1428571429
S12,diff,foil,Between,3,0.4285714286,0.5714285714
S12,same,foil,Between,3,0.4285714286,0.5714285714
S12,diff,test,Between,3,0.2,0.4
S12,same,test,Between,3,0.75,0.25
S12,diff,foil,Between,4,0.625,0.375
S12,same,foil,Between,4,0.5714285714,0.4285714286
S12,diff,test,Between,4,0.5,0.25
S12,same,test,Between,4,0.7142857143,0.2857142857
S12,diff,foil,Between,5,0.6666666667,0.3333333333
S12,same,foil,Between,5,0.7142857143,0.2857142857
S12,diff,test,Between,5,0.5714285714,0.1428571429
S12,same,test,Between,5,0.5714285714,0.2857142857
S12,diff,foil,Between,6,0.875,0.125
S12,same,foil,Between,6,0.8333333333,0.1666666667
S12,diff,test,Between,6,0.625,0.125
S12,same,test,Between,6,0.5,0.375
S12,diff,foil,Between,7,1,0
S12,same,foil,Between,7,1,0
S12,diff,test,Between,7,0.625,0.125
S12,same,test,Between,7,0.5,0.5
S12,diff,foil,Between,8,1,0
S12,same,foil,Between,8,1,0
S12,diff,test,Between,8,0.625,0.375
S12,same,test,Between,8,0.3333333333,0.6666666667
S12,diff,foil,Between,9,1,0
S12,same,foil,Between,9,1,0
S12,diff,test,Between,9,0.625,0.375
S12,same,test,Between,9,0.625,0.375
S12,diff,foil,Between,10,1,0
S12,same,foil,Between,10,1,0
S12,diff,test,Between,10,0.625,0.375
S12,same,test,Between,10,0.625,0.375
S12,diff,foil,Between,11,1,0
S12,same,foil,Between,11,1,0
S12,diff,test,Between,11,0.75,0.25
S12,same,test,Between,11,0.75,0.25
S12,diff,foil,Between,12,1,0
S12,same,foil,Between,12,1,0
S12,diff,test,Between,12,0.875,0.125
S12,same,test,Between,12,0.7142857143,0.2857142857
S12,diff,foil,Between,13,1,0
S12,same,foil,Between,13,1,0
S12,diff,test,Between,13,0.875,0.125
S12,same,test,Between,13,0.625,0.375
S12,diff,foil,Between,14,1,0
S12,same,foil,Between,14,1,0
S12,diff,test,Between,14,0.875,0.125
S12,same,test,Between,14,0.625,0.375
S12,diff,foil,Between,15,1,0
S12,same,foil,Between,15,1,0
S12,diff,test,Between,15,1,0
S12,same,test,Between,15,0.875,0.125
S12,diff,foil,Between,16,1,0
S12,same,foil,Between,16,1,0
S12,diff,test,Between,16,1,0
S12,same,test,Between,16,1,0
S12,diff,foil,Between,17,1,0
S12,same,foil,Between,17,1,0
S12,diff,test,Between,17,1,0
S12,same,test,Between,17,1,0
S12,diff,foil,Between,18,1,0
S12,same,foil,Between,18,1,0
S12,diff,test,Between,18,1,0
S12,same,test,Between,18,1,0
S13,diff,foil,Within,-6,0.2857142857,0.1428571429
S13,same,foil,Within,-6,0,0.2
S13,diff,test,Within,-6,0.2,0
S13,same,test,Within,-6,0.2,0.2
S13,diff,foil,Within,-5,0.2857142857,0.1428571429
S13,same,foil,Within,-5,0.2,0.2
S13,diff,test,Within,-5,0.25,0
S13,same,test,Within,-5,0.1666666667,0.1666666667
S13,diff,foil,Within,-4,0.3333333333,0
S13,same,foil,Within,-4,0.1666666667,0.1666666667
S13,diff,test,Within,-4,0.3333333333,0
S13,same,test,Within,-4,0.2857142857,0.1428571429
S13,diff,foil,Within,-3,0.2,0
S13,same,foil,Within,-3,0.1666666667,0.1666666667
S13,diff,test,Within,-3,0.4,0.2
S13,same,test,Within,-3,0.3333333333,0.1666666667
S13,diff,foil,Within,-2,0.25,0.5
S13,same,foil,Within,-2,0.2,0.4
S13,diff,test,Within,-2,0.5714285714,0.1428571429
S13,same,test,Within,-2,0.5,0.25
S13,diff,foil,Within,-1,0.3333333333,0.6666666667
S13,same,foil,Within,-1,0.1666666667,0.5
S13,diff,test,Within,-1,0.7142857143,0.2857142857
S13,same,test,Within,-1,0.4,0.4
S13,diff,foil,Within,1,0.3333333333,0.6666666667
S13,same,foil,Within,1,0.4,0.6
S13,diff,test,Within,1,0.6666666667,0.3333333333
S13,same,test,Within,1,0.5,0.5
S13,diff,foil,Within,2,0.3333333333,0.6666666667
S13,same,foil,Within,2,0.5,0.5
S13,diff,test,Within,2,0.6,0.4
S13,same,test,Within,2,0.5,0.5
S13,diff,foil,Within,3,0.2,0.8
S13,same,foil,Within,3,0.3333333333,0.6666666667
S13,diff,test,Within,3,0.5,0.5
S13,same,test,Within,3,1,0
S13,diff,foil,Within,4,0.25,0.75
S13,same,foil,Within,4,0.2,0.8
S13,diff,test,Within,4,0.3333333333,0.6666666667
S13,same,test,Within,4,1,0
S13,diff,foil,Within,5,0.5,0.5
S13,same,foil,Within,5,0.6666666667,0.3333333333
S13,diff,test,Within,5,0.1666666667,0.8333333333
S13,same,test,Within,5,1,0
S13,diff,foil,Within,6,0.6,0.4
S13,same,foil,Within,6,0.6666666667,0.3333333333
S13,diff,test,Within,6,0.2,0.8
S13,same,test,Within,6,0.3333333333,0.6666666667
S13,diff,foil,Within,7,0.8,0.2
S13,same,foil,Within,7,0.75,0.25
S13,diff,test,Within,7,0.6,0.4
S13,same,test,Within,7,0.1666666667,0.8333333333
S13,diff,foil,Within,8,1,0
S13,same,foil,Within,8,0.75,0.25
S13,diff,test,Within,8,0.75,0.25
S13,same,test,Within,8,0.25,0.75
S13,diff,foil,Within,9,1,0
S13,same,foil,Within,9,0.75,0.25
S13,diff,test,Within,9,0.8,0.2
S13,same,test,Within,9,0.25,0.75
S13,diff,foil,Within,10,1,0
S13,same,foil,Within,10,1,0
S13,diff,test,Within,10,1,0
S13,same,test,Within,10,0,1
S13,diff,foil,Within,11,1,0
S13,same,foil,Within,11,1,0
S13,diff,test,Within,11,1,0
S13,same,test,Within,11,0,1
S13,diff,foil,Within,12,1,0
S13,same,foil,Within,12,1,0
S13,diff,test,Within,12,1,0
S13,same,test,Within,12,0,1
S13,diff,foil,Within,13,1,0
S13,same,foil,Within,13,0.6666666667,0.3333333333
S13,diff,test,Within,13,1,0
S13,same,test,Within,13,0.3333333333,0.6666666667
S13,diff,foil,Within,14,1,0
S13,same,foil,Within,14,0.6666666667,0.3333333333
S13,diff,test,Within,14,1,0
S13,same,test,Within,14,0.3333333333,0.6666666667
S13,diff,foil,Within,15,1,0
S13,same,foil,Within,15,0.5,0.5
S13,diff,test,Within,15,1,0
S13,same,test,Within,15,0.5,0.5
S13,diff,foil,Within,16,1,0
S13,same,foil,Within,16,1,0
S13,diff,test,Within,16,1,0
S13,same,test,Within,16,1,0
S13,diff,foil,Within,17,1,0
S13,same,foil,Within,17,1,0
S13,diff,test,Within,17,1,0
S13,same,test,Within,17,1,0
S13,diff,foil,Within,18,1,0
S13,same,foil,Within,18,1,0
S13,diff,test,Within,18,1,0
S13,same,test,Within,18,0.5,0.5
S14,diff,foil,Between,-6,0,0.4285714286
S14,same,foil,Between,-6,0,0
S14,diff,test,Between,-6,0,0.25
S14,same,test,Between,-6,0,0.125
S14,diff,foil,Between,-5,0,0.4285714286
S14,same,foil,Between,-5,0,0
S14,diff,test,Between,-5,0,0.25
S14,same,test,Between,-5,0,0.125
S14,diff,foil,Between,-4,0,0.4285714286
S14,same,foil,Between,-4,0,0
S14,diff,test,Between,-4,0,0.25
S14,same,test,Between,-4,0,0.1428571429
S14,diff,foil,Between,-3,0,0.4285714286
S14,same,foil,Between,-3,0,0
S14,diff,test,Between,-3,0,0.25
S14,same,test,Between,-3,0.125,0.25
S14,diff,foil,Between,-2,0.25,0.375
S14,same,foil,Between,-2,0.25,0.125
S14,diff,test,Between,-2,0.3636363636,0.1818181818
S14,same,test,Between,-2,0.1111111111,0.5555555556
S14,diff,foil,Between,-1,0.375,0.375
S14,same,foil,Between,-1,0.3333333333,0.3333333333
S14,diff,test,Between,-1,0.625,0.25
S14,same,test,Between,-1,0.1428571429,0.7142857143
S14,diff,foil,Between,1,0.5714285714,0.4285714286
S14,same,foil,Between,1,0.3333333333,0.3333333333
S14,diff,test,Between,1,0.75,0.25
S14,same,test,Between,1,0.1428571429,0.8571428571
S14,diff,foil,Between,2,0.4285714286,0.5714285714
S14,same,foil,Between,2,0.3333333333,0.3333333333
S14,diff,test,Between,2,0.5714285714,0.4285714286
S14,same,test,Between,2,0.375,0.625
S14,diff,foil,Between,3,0.4,0.6
S14,same,foil,Between,3,0.2857142857,0.4285714286
S14,diff,test,Between,3,0.7142857143,0.2857142857
S14,same,test,Between,3,0.4285714286,0.5714285714
S14,diff,foil,Between,4,0.3333333333,0.6666666667
S14,same,foil,Between,4,0.4285714286,0.2857142857
S14,diff,test,Between,4,0.5714285714,0.4285714286
S14,same,test,Between,4,0.4285714286,0.5714285714
S14,diff,foil,Between,5,0.5714285714,0.4285714286
S14,same,foil,Between,5,0.5,0.3333333333
S14,diff,test,Between,5,0.5,0.5
S14,same,test,Between,5,0.5,0.5
S14,diff,foil,Between,6,0.6666666667,0.3333333333
S14,same,foil,Between,6,0.6666666667,0.1666666667
S14,diff,test,Between,6,0.5,0.5
S14,same,test,Between,6,0.4285714286,0.5714285714
S14,diff,foil,Between,7,0.6666666667,0.3333333333
S14,same,foil,Between,7,1,0
S14,diff,test,Between,7,0.375,0.625
S14,same,test,Between,7,0.375,0.625
S14,diff,foil,Between,8,0.8,0.2
S14,same,foil,Between,8,1,0
